,タクソノミ,冗長ラベル（日本語）,標準ラベル（英語）,冗長ラベル（英語）
1334,jppfs_cor:OfficeTransferExpensesEL,事務所移転費用、特別損失,Office transfer expenses,Office transfer expenses-EL
1335,jppfs_cor:HeadOfficeTransferCostEL,本社移転費用、特別損失,Head office transfer cost,Head office transfer cost-EL
1336,jppfs_cor:ProvisionForLossOnGuaranteesEL,債務保証損失引当金繰入額、特別損失,Provision for loss on guarantees,Provision for loss on guarantees-EL
1337,jppfs_cor:ProvisionForLossOnConstructionContractsEL,工事損失引当金繰入額、特別損失,Provision for loss on construction contracts,Provision for loss on construction contracts-EL
1338,jppfs_cor:ProvisionOfAllowanceForDoubtfulAccountsEL,貸倒引当金繰入額、特別損失,Provision of allowance for doubtful accounts,Provision of allowance for doubtful accounts-EL
1339,jppfs_cor:BadDebtsWrittenOffEL,貸倒損失、特別損失,Bad debts written off,Bad debts written off-EL
1340,jppfs_cor:LossOnValuationOfInventoriesEL,たな卸資産評価損、特別損失,Loss on valuation of inventories,Loss on valuation of inventories-EL
1341,jppfs_cor:LossOnDisposalOfInventoriesEL,たな卸資産処分損、特別損失,Loss on disposal of inventories,Loss on disposal of inventories-EL
1342,jppfs_cor:LossOnRetirementOfInventoriesEL,たな卸資産除却損、特別損失,Loss on retirement of inventories,Loss on retirement of inventories-EL
1343,jppfs_cor:LossOnAbandonmentOfInventoriesEL,たな卸資産廃棄損、特別損失,Loss on abandonment of inventories,Loss on abandonment of inventories-EL
1344,jppfs_cor:LossOnValuationOfGoodsEL,商品評価損、特別損失,Loss on valuation of goods,Loss on valuation of goods-EL
1345,jppfs_cor:LossOnAbandonmentOfGoodsEL,商品廃棄損、特別損失,Loss on abandonment of goods,Loss on abandonment of goods-EL
1346,jppfs_cor:LossOnValuationOfRealEstateForSaleEL,販売用不動産評価損、特別損失,Loss on valuation of real estate for sale,Loss on valuation of real estate for sale-EL
1347,jppfs_cor:LossOnValuationOfLandForSaleEL,販売用土地評価損、特別損失,Loss on valuation of land for sale,Loss on valuation of land for sale-EL
1348,jppfs_cor:LossOnRetirementOfBuildingEL,建物除却損、特別損失,Loss on retirement of buildings,Loss on retirement of buildings-EL
1349,jppfs_cor:ForeignExchangeLossesEL,為替差損、特別損失,Foreign exchange losses,Foreign exchange losses-EL
1350,jppfs_cor:NonRecurringDepreciationOnNoncurrentAssetsEL,固定資産臨時償却費、特別損失,Non-recurring depreciation on non-current assets,Non-recurring depreciation on non-current assets-EL
1351,jppfs_cor:ReductionEntryOfLandContributionForConstructionEL,工事負担金等圧縮額、特別損失,Reduction entry of land contribution for construction,Reduction entry of land contribution for construction-EL
1352,jppfs_cor:LossOnRetirementOfSoftwareEL,ソフトウエア除却損、特別損失,Loss on retirement of software,Loss on retirement of software-EL
1353,jppfs_cor:LossOnCancellationOfLeaseholdContractsEL,賃貸借契約解約損、特別損失,Loss on cancellation of rental contracts,Loss on cancellation of rental contracts-EL
1354,jppfs_cor:LossOnCancellationOfLeaseContractsEL,リース解約損、特別損失,Loss on cancellation of leases,Loss on cancellation of leases-EL
1355,jppfs_cor:LossOnInsuranceCancellationEL,保険解約損、特別損失,Loss on insurance cancellation,Loss on insurance cancellation-EL
1356,jppfs_cor:RetirementBenefitExpensesEL,退職給付費用、特別損失,Retirement benefit expenses,Retirement benefit expenses-EL
1357,jppfs_cor:LossOnContributionOfSecuritiesToRetirementBenefitTrustEL,退職給付信託設定損、特別損失,Loss on contribution of securities to retirement benefit trust,Loss on contribution of securities to retirement benefit trust-EL
1358,jppfs_cor:LossOnTransferOfBenefitObligationRelatingToEmployeesPensionFundEL,厚生年金基金代行返上損、特別損失,Loss on transfer of benefit obligation relating to employees' pension fund,Loss on transfer of benefit obligation relating to employees' pension fund-EL
1359,jppfs_cor:RetirementBenefitExpensesForPriorPeriodsEL,過年度退職給付費用、特別損失,Retirement benefit expenses for prior periods,Retirement benefit expenses for prior periods-EL
1360,jppfs_cor:ProvisionForRetirementBenefitsEL,退職給付引当金繰入額、特別損失,Provision for retirement benefits,Provision for retirement benefits-EL
1361,jppfs_cor:AmortizationOfNetRetirementBenefitObligationAtTransitionEL,退職給付会計基準変更時差異の処理額、特別損失,Amortization of net retirement benefit obligation at transition,Amortization of net retirement benefit obligation at transition-EL
1362,jppfs_cor:DirectorsRetirementBenefitsEL,役員退職慰労金、特別損失,Retirement benefits for directors (and other officers),Retirement benefits for directors (and other officers) - EL
1363,jppfs_cor:ProvisionForDirectorsRetirementBenefitsEL,役員退職慰労引当金繰入額、特別損失,Provision for retirement benefits for directors (and other officers),Provision for retirement benefits for directors (and other officers) - EL
1364,jppfs_cor:LossOnRevisionOfRetirementBenefitPlanEL,退職給付制度改定損、特別損失,Loss on revision of retirement benefit plan,Loss on revision of retirement benefit plan-EL
1365,jppfs_cor:LossOnAbolishmentOfRetirementBenefitPlanEL,退職給付制度終了損、特別損失,Loss on abolishment of retirement benefit plan,Loss on abolishment of retirement benefit plan-EL
1366,jppfs_cor:CompensationForDamageEL,損害賠償金、特別損失,Compensation for damage,Compensation for damage-EL
1367,jppfs_cor:SettlementPackageEL,和解金、特別損失,Settlement package,Settlement package-EL
1368,jppfs_cor:LitigationSettlementEL,訴訟和解金、特別損失,Litigation settlement,Litigation settlement-EL
1369,jppfs_cor:LossOnLitigationEL,訴訟関連損失、特別損失,Loss on litigation,Loss on litigation-EL
1370,jppfs_cor:ProvisionForLossOnLitigationEL,訴訟損失引当金繰入額、特別損失,Provision for loss on litigation,Provision for loss on litigation-EL
1371,jppfs_cor:ProvisionForEnvironmentalMeasuresEL,環境対策引当金繰入額、特別損失,Provision for environmental measures,Provision for environmental measures-EL
1372,jppfs_cor:EnvironmentalExpensesEL,環境対策費、特別損失,Environmental expenses,Environmental expenses-EL
1373,jppfs_cor:ProvisionForLossOnInterestRepaymentEL,利息返還損失引当金繰入額、特別損失,Provision for loss on interest repayment,Provision for loss on interest repayment-EL
1374,jppfs_cor:ProvisionForContingentLossEL,偶発損失引当金繰入額、特別損失,Provision for contingent loss,Provision for contingent loss-EL
1375,jppfs_cor:ProvisionForLossOnDisasterEL,災害損失引当金繰入額、特別損失,Provision for loss on disaster,Provision for loss on disaster-EL
1376,jppfs_cor:NonrecurringLossEL,臨時損失、特別損失,Nonrecurring loss,Nonrecurring loss-EL
1377,jppfs_cor:ProvisionOfReservesUnderTheSpecialLawsEL,特別法上の準備金繰入額、特別損失,Provision of reserves under special laws,Provision of reserves under special laws-EL
1378,jppfs_cor:OtherEL,その他、特別損失,Other,Other-EL
1379,jppfs_cor:ExtraordinaryLoss,特別損失,Extraordinary losses,Extraordinary losses
1380,jppfs_cor:IncomeBeforeDividendsDistributionFromSilentPartnershipIncomeTaxes,匿名組合損益分配前税引前当期純利益又は純損失（△）,Profit (loss) before dividend distribution from silent partnerships and income taxes,Profit (loss) before dividend distribution from silent partnerships and income taxes
1381,jppfs_cor:DividendsDistributionFromSilentPartnership,匿名組合損益分配額,Dividend distribution from silent partnerships,Dividend distribution from silent partnerships
1382,jppfs_cor:IncomeBeforeIncomeTaxes,税引前当期純利益又は税引前当期純損失（△）,Profit (loss) before income taxes,Profit (loss) before income taxes
1383,jppfs_cor:IncomeTaxes,法人税等,Income taxes,Income taxes
1384,jppfs_cor:IncomeTaxesCurrent,法人税、住民税及び事業税,Income taxes - current,Income taxes-current
1385,jppfs_cor:IncomeTaxesCorrection,法人税等の更正、決定等による納付税額又は還付税額,Income taxes - correction,Income taxes-correction
1386,jppfs_cor:IncomeTaxesDeferred,法人税等調整額,Income taxes - deferred,Income taxes-deferred
1387,jppfs_cor:RefundOfIncomeTaxesIncomeTaxes,法人税等還付税額、法人税等,Refund of income taxes,Refund of income taxes-income taxes
1388,jppfs_cor:IncomeTaxesForPriorPeriodsIncomeTaxes,過年度法人税等、法人税等,Income taxes for prior periods,Income taxes for prior periods-income taxes
1389,jppfs_cor:RefundOfIncomeTaxesForPriorPeriodsIncomeTaxes,過年度法人税等戻入額、法人税等,Refund of income taxes for prior periods,Refund of income taxes for prior periods-income taxes
1390,jppfs_cor:ProfitLoss,当期純利益又は当期純損失（△）（平成26年3月28日財規等改正後）,Profit (loss),Profit (loss) (after amendment dated 2014-03-28)
1391,jppfs_cor:ProfitAttributableToAbstract,内訳、当期純利益 [タイトル項目],Profit attributable to,Profit attributable to [abstract]
1392,jppfs_cor:ProfitLossAttributableToNonControllingInterests,非支配株主に帰属する当期純利益又は非支配株主に帰属する当期純損失（△）,Profit (loss) attributable to non-controlling interests,Profit (loss) attributable to non-controlling interests
1393,jppfs_cor:ProfitLossAttributableToOwnersOfParent,親会社株主に帰属する当期純利益又は親会社株主に帰属する当期純損失（△）,Profit (loss) attributable to owners of parent,Profit (loss) attributable to owners of parent
1394,jppfs_cor:OtherComprehensiveIncomeAbstract,その他の包括利益 [タイトル項目],Other comprehensive income,Other comprehensive income [abstract]
1395,jppfs_cor:ValuationDifferenceOnAvailableForSaleSecuritiesBeforeTaxOCI,その他有価証券評価差額金（税引前）、その他の包括利益,"Valuation difference on available-for-sale securities, before tax","Valuation difference on available-for-sale securities, before tax-OCI"
1396,jppfs_cor:ValuationDifferenceOnAvailableForSaleSecuritiesNetOfTaxOCI,その他有価証券評価差額金（税引後）、その他の包括利益,Valuation difference on available-for-sale securities,"Valuation difference on available-for-sale securities, net of tax-OCI"
1397,jppfs_cor:DeferredGainsOrLossesOnHedgesBeforeTaxOCI,繰延ヘッジ損益（税引前）、その他の包括利益,"Deferred gains or losses on hedges, before tax","Deferred gains or losses on hedges, before tax-OCI"
1398,jppfs_cor:DeferredGainsOrLossesOnHedgesNetOfTaxOCI,繰延ヘッジ損益（税引後）、その他の包括利益,Deferred gains or losses on hedges,"Deferred gains or losses on hedges, net of tax-OCI"
1399,jppfs_cor:RevaluationReserveForLandNetOfTaxOCI,土地再評価差額金（税引後）、その他の包括利益,Revaluation reserve for land,"Revaluation reserve for land, net of tax-OCI"
1400,jppfs_cor:ForeignCurrencyTranslationAdjustmentBeforeTaxOCI,為替換算調整勘定（税引前）、その他の包括利益,"Foreign currency translation adjustment, before tax","Foreign currency translation adjustment, before tax-OCI"
1401,jppfs_cor:ForeignCurrencyTranslationAdjustmentNetOfTaxOCI,為替換算調整勘定（税引後）、その他の包括利益,Foreign currency translation adjustment,"Foreign currency translation adjustment, net of tax-OCI"
1402,jppfs_cor:RemeasurementsOfDefinedBenefitPlansBeforeTaxOCI,退職給付に係る調整額（税引前）、その他の包括利益,"Remeasurements of defined benefit plans, before tax","Remeasurements of defined benefit plans, before tax-OCI"
1403,jppfs_cor:RemeasurementsOfDefinedBenefitPlansNetOfTaxOCI,退職給付に係る調整額（税引後）、その他の包括利益,"Remeasurements of defined benefit plans, net of tax","Remeasurements of defined benefit plans, net of tax-OCI"
1404,jppfs_cor:ShareOfOtherComprehensiveIncomeOfAssociatesAccountedForUsingEquityMethodOCI,持分法適用会社に対する持分相当額、その他の包括利益,Share of other comprehensive income of entities accounted for using equity method,Share of other comprehensive income of entities accounted for using equity method-OCI
1405,jppfs_cor:IncomeTaxRelatingToOtherComprehensiveIncomeOCI,その他の包括利益に係る税効果額、その他の包括利益,Income tax relating to other comprehensive income,Income tax relating to other comprehensive income-OCI
1406,jppfs_cor:OtherComprehensiveIncome,その他の包括利益,Other comprehensive income,Other comprehensive income
1407,jppfs_cor:ComprehensiveIncome,包括利益,Comprehensive income,Comprehensive income
1408,jppfs_cor:ComprehensiveIncomeAttributableToAbstract,内訳、包括利益 [タイトル項目],Comprehensive income attributable to,Comprehensive income attributable to [abstract]
1409,jppfs_cor:ComprehensiveIncomeAttributableToOwnersOfTheParent,親会社株主に係る包括利益、包括利益,Comprehensive income attributable to owners of parent,Comprehensive income attributable to owners of parent
1410,jppfs_cor:ComprehensiveIncomeAttributableToNonControllingInterests,非支配株主に係る包括利益、包括利益,Comprehensive income attributable to non-controlling interests,Comprehensive income attributable to non-controlling interests
1411,jppfs_cor:StatementOfComprehensiveIncomeAbstract,包括利益計算書 [タイトル項目],Statement of comprehensive income,Statement of comprehensive income [abstract]
1412,nan,,,
1413,nan,,,
1414,名前空間プレフィックス:要素名,冗長ラベル（日本語）,標準ラベル（英語）,冗長ラベル（英語）
